# McPeak 2015 thermally evaporated Ag (template-stripped); λ[µm], n, k
# wavelength_um,n,k
0.30000000,1.64685729,9.72336834e-01
0.31000000,1.45562970,5.72501372e-01
0.32000000,0.92005863,3.31538655e-01
0.33000000,0.23379800,5.85441289e-01
0.34000000,0.10389312,1.05204267e+00
0.35000000,0.07599858,1.32686690e+00
0.36000000,0.06318000,1.53300089e+00
0.37000000,0.05627924,1.70800098e+00
0.38000000,0.05075241,1.85872962e+00
0.39000000,0.04866041,1.99546181e+00
0.40000000,0.04572895,2.12294398e+00
0.41000000,0.04451952,2.24182559e+00
0.42000000,0.04328738,2.35715375e+00
0.43000000,0.04199266,2.46531203e+00
0.44000000,0.04110149,2.57326433e+00
0.45000000,0.04093234,2.67575699e+00
0.46000000,0.04095674,2.77695471e+00
0.47000000,0.04072722,2.87375342e+00
0.48000000,0.04078149,2.97218154e+00
0.49000000,0.04124959,3.06633356e+00
0.50000000,0.04137336,3.15940054e+00
0.51000000,0.04160269,3.25111224e+00
0.52000000,0.04237275,3.34212439e+00
0.53000000,0.04220421,3.43318820e+00
0.54000000,0.04340329,3.52219872e+00
0.55000000,0.04381718,3.61011356e+00
0.56000000,0.04450743,3.69702325e+00
0.57000000,0.04597339,3.78392832e+00
0.58000000,0.04681989,3.87068367e+00
0.59000000,0.04684029,3.95716995e+00
0.60000000,0.04741045,4.04193614e+00
0.61000000,0.04898570,4.12630581e+00
0.62000000,0.04961779,4.20897398e+00
0.63000000,0.05110190,4.29308880e+00
0.64000000,0.05164693,4.37683303e+00
0.65000000,0.05091337,4.46022333e+00
0.66000000,0.05338854,4.54311020e+00
0.67000000,0.05247510,4.62371643e+00
0.68000000,0.05421863,4.70594726e+00
0.69000000,0.05442923,4.78841963e+00
0.70000000,0.05486039,4.86908715e+00
0.71000000,0.05653860,4.95077738e+00
0.72000000,0.05740123,5.03421244e+00
0.73000000,0.05773346,5.11315296e+00
0.74000000,0.05962940,5.19533980e+00
0.75000000,0.06011360,5.27443017e+00
0.76000000,0.05904719,5.35681683e+00
0.77000000,0.06382421,5.43618189e+00
0.78000000,0.06346469,5.51298719e+00
0.79000000,0.06221749,5.59882765e+00
0.80000000,0.06395070,5.67812378e+00
0.81000000,0.06747336,5.75330798e+00
0.82000000,0.06763613,5.83622949e+00
0.83000000,0.06818956,5.91131540e+00
0.84000000,0.06747511,5.99554442e+00
0.85000000,0.07013571,6.07650549e+00
0.86000000,0.07050323,6.15532052e+00
0.87000000,0.07245523,6.23564349e+00
0.88000000,0.07394362,6.31359388e+00
0.89000000,0.07492795,6.38980549e+00
0.90000000,0.07479360,6.46920351e+00
0.91000000,0.07764680,6.54759719e+00
0.92000000,0.07877958,6.62798659e+00
0.93000000,0.08010649,6.70607315e+00
0.94000000,0.08003975,6.78412900e+00
0.95000000,0.08109862,6.86509847e+00
0.96000000,0.08396394,6.94226548e+00
0.97000000,0.08232766,7.02437028e+00
0.98000000,0.08532286,7.10009014e+00
0.99000000,0.08777924,7.17709588e+00
1.00000000,0.08802543,7.25415388e+00
1.01000000,0.09050194,7.33520215e+00
1.02000000,0.09122300,7.41095956e+00
1.03000000,0.09316364,7.48843638e+00
1.04000000,0.09097801,7.57160993e+00
1.05000000,0.09306931,7.64752652e+00
1.06000000,0.08748811,7.73819450e+00
1.07000000,0.09008569,7.81256139e+00
1.08000000,0.09141491,7.89641417e+00
1.09000000,0.08952186,7.96900334e+00
1.10000000,0.08762512,8.05590952e+00
1.11000000,0.09046104,8.13167776e+00
1.12000000,0.09452830,8.20706620e+00
1.13000000,0.09274950,8.28737609e+00
1.14000000,0.09545108,8.35297019e+00
1.15000000,0.08435993,8.44595268e+00
1.16000000,0.09587829,8.52122014e+00
1.17000000,0.09705326,8.59321938e+00
1.18000000,0.09493293,8.67559867e+00
1.19000000,0.09832445,8.74909525e+00
1.20000000,0.09488145,8.82943953e+00
1.21000000,0.09821630,8.90127218e+00
1.22000000,0.09877267,8.98274769e+00
1.23000000,0.09528560,9.06537806e+00
1.24000000,0.10376706,9.14066560e+00
1.25000000,0.10017249,9.22458858e+00
1.26000000,0.10509073,9.30672037e+00
1.27000000,0.10351393,9.37361804e+00
1.28000000,0.10664498,9.45004620e+00
1.29000000,0.10764277,9.53292122e+00
1.30000000,0.11266917,9.60555539e+00
1.31000000,0.11527456,9.68123382e+00
1.32000000,0.11007077,9.76053869e+00
1.33000000,0.11372557,9.83991532e+00
1.34000000,0.11079644,9.91999374e+00
1.35000000,0.11512709,9.98374951e+00
1.36000000,0.12169280,1.00749595e+01
1.37000000,0.12000074,1.01436877e+01
1.38000000,0.12776184,1.02115779e+01
1.39000000,0.12739140,1.03056406e+01
1.40000000,0.12956734,1.03714410e+01
1.41000000,0.12953261,1.04545100e+01
1.42000000,0.13942597,1.05417949e+01
1.43000000,0.13668908,1.06131373e+01
1.44000000,0.13376760,1.06961626e+01
1.45000000,0.13753433,1.07674935e+01
1.46000000,0.13600245,1.08461282e+01
1.47000000,0.14001900,1.09453006e+01
1.48000000,0.14568380,1.09964187e+01
1.49000000,0.14302982,1.10864989e+01
1.50000000,0.14067182,1.11610837e+01
1.51000000,0.14685133,1.12174670e+01
1.52000000,0.14557447,1.13031496e+01
1.53000000,0.15111765,1.14106458e+01
1.54000000,0.15998951,1.14545012e+01
1.55000000,0.15648887,1.15669568e+01
1.56000000,0.16306173,1.15968353e+01
1.57000000,0.14628023,1.17039052e+01
1.58000000,0.16084666,1.17612020e+01
1.59000000,0.16028913,1.18585704e+01
1.60000000,0.17969673,1.18933717e+01
1.61000000,0.17752858,1.20017297e+01
1.62000000,0.17444857,1.21078666e+01
1.63000000,0.18025687,1.21479419e+01
1.64000000,0.18583403,1.22353804e+01
1.65000000,0.18452807,1.22924388e+01
1.66000000,0.19688298,1.23850217e+01
