# Bond 1965 rutile ordinary-ray refractive index n (no k); λ[µm], n
# W. L. Bond, J. Appl. Phys. 36, 1674 (1965); refractiveindex.info Bond-o
# wavelength_um,n
0.45,2.8087
0.50,2.7058
0.60,2.6034
0.70,2.5514
0.80,2.5213
0.90,2.4995
1.00,2.4880
1.20,2.4647
1.40,2.4514
1.60,2.4413
1.80,2.4320
2.00,2.4238
2.20,2.4157
2.40,2.4088
