# TFCalc TiO2 anatase; source wavelengths supplied in nm, stored here as λ[µm], n, k
# wavelength_um,n,k
0.300,2.600,0.010
0.400,2.520,0
0.500,2.420,0
0.600,2.350,0
0.700,2.330,0
0.800,2.300,0
1.800,2.300,0
