wavelength_nm,R_0deg,T_0deg,R_30deg,T_30deg,R_45deg,T_45deg,R_60deg,T_60deg
768.0,0.390128,0.514437,0.409474,0.497050,0.442205,0.468012,0.513402,0.405106
770.0,0.393239,0.511326,0.412508,0.494029,0.445048,0.465203,0.515744,0.402838
772.0,0.396338,0.508231,0.415528,0.491025,0.447876,0.462411,0.518068,0.400586
774.0,0.399425,0.505150,0.418534,0.488036,0.450688,0.459636,0.520376,0.398351
776.0,0.402500,0.502083,0.421526,0.485063,0.453485,0.456879,0.522667,0.396132
778.0,0.405562,0.499032,0.424505,0.482106,0.456266,0.454138,0.524942,0.393930
780.0,0.408612,0.495996,0.427469,0.479165,0.459031,0.451414,0.527200,0.391744
782.0,0.411648,0.492976,0.430419,0.476240,0.461781,0.448707,0.529441,0.389575
784.0,0.414671,0.489971,0.433355,0.473332,0.464514,0.446017,0.531666,0.387421
786.0,0.417682,0.486981,0.436276,0.470441,0.467232,0.443344,0.533874,0.385284
788.0,0.420678,0.484007,0.439183,0.467565,0.469934,0.440688,0.536065,0.383162
790.0,0.423662,0.481050,0.442075,0.464707,0.472620,0.438049,0.538241,0.381057
792.0,0.426631,0.478107,0.444952,0.461865,0.475290,0.435428,0.540400,0.378967
794.0,0.429587,0.475181,0.447814,0.459039,0.477944,0.432823,0.542543,0.376894
796.0,0.432528,0.472271,0.450661,0.456231,0.480582,0.430235,0.544670,0.374835
798.0,0.435456,0.469378,0.453494,0.453439,0.483204,0.427665,0.546780,0.372793
800.0,0.438369,0.466500,0.456310,0.450664,0.485810,0.425111,0.548875,0.370766
802.0,0.441268,0.463639,0.459112,0.447905,0.488400,0.422574,0.550954,0.368754
804.0,0.444152,0.460794,0.461898,0.445164,0.490973,0.420055,0.553017,0.366757
806.0,0.447022,0.457965,0.464669,0.442439,0.493531,0.417552,0.555064,0.364776
808.0,0.449877,0.455154,0.467425,0.439732,0.496073,0.415066,0.557096,0.362810
810.0,0.452717,0.452358,0.470165,0.437041,0.498598,0.412596,0.559113,0.360858
812.0,0.455543,0.449579,0.472890,0.434367,0.501107,0.410144,0.561113,0.358922
814.0,0.458353,0.446817,0.475599,0.431710,0.503601,0.407708,0.563099,0.357000
816.0,0.461149,0.444072,0.478292,0.429070,0.506078,0.405289,0.565069,0.355093
818.0,0.463929,0.441343,0.480970,0.426447,0.508540,0.402887,0.567025,0.353200
820.0,0.466695,0.438631,0.483632,0.423841,0.510985,0.400501,0.568965,0.351322
822.0,0.469445,0.435936,0.486278,0.421252,0.513414,0.398132,0.570890,0.349458
824.0,0.472180,0.433257,0.488909,0.418680,0.515828,0.395779,0.572800,0.347609
826.0,0.474899,0.430595,0.491524,0.416124,0.518226,0.393443,0.574696,0.345773
828.0,0.477603,0.427950,0.494123,0.413586,0.520608,0.391123,0.576577,0.343952
830.0,0.480292,0.425322,0.496706,0.411064,0.522974,0.388819,0.578444,0.342144
832.0,0.482966,0.422710,0.499274,0.408559,0.525324,0.386532,0.580296,0.340351
